TICKET_ID,CREATED_DATE,CLOSED_DATE,SERVICE_NAME,DISTRICT
T00960,2023-02-01,2023-02-01,Waste,North York
T00961,2023-10-30,2023-11-01,Parking Enforcement,Scarborough
T00962,2024-01-18,2024-01-20,Parking Enforcement,Scarborough
T00963,2023-02-12,2023-02-14,Waste,Etobicoke
T00964,2023-03-29,2023-03-30,Parking Enforcement,North York
T00965,2024-02-27,2024-03-02,Parking Enforcement,Toronto-West
T00966,2023-05-26,2023-05-28,Animal Services,Scarborough
T00967,2023-07-05,2023-07-08,Water,Etobicoke
T00968,2023-02-25,2023-03-01,Parking Enforcement,Etobicoke
T00969,2023-03-16,2023-03-16,Waste,Scarborough
T00970,2023-04-11,2023-04-13,Parking Enforcement,North York
T00971,2023-08-29,2023-09-01,Waste,Toronto-East York
T00972,2023-07-18,2023-07-19,Tree Maintenance,North York
T00973,2023-06-06,2023-06-09,Tree Maintenance,North York
T00974,2023-11-20,2023-11-23,Roads,Toronto-West
T00975,2024-03-22,2024-03-24,Waste,North York
T00976,2023-12-06,2023-12-09,Roads,North York
T00977,2023-04-22,2023-04-23,Waste,Toronto-East York
T00978,2023-10-15,2023-10-17,Tree Maintenance,North York
T00979,2023-03-20,2023-03-21,Water,Toronto-West
T00980,2024-06-03,2024-06-03,Tree Maintenance,Toronto-East York
T00981,2023-08-06,2023-08-06,Parking Enforcement,Etobicoke
T00982,2024-04-28,2024-04-29,Roads,Toronto-West
T00983,2023-10-25,2023-10-26,Waste,Etobicoke
T00984,2023-04-03,2023-04-04,Water,Toronto-West
T00985,2023-06-19,2023-06-22,Water,Scarborough
T00986,2023-06-13,2023-06-16,Water,York
T00987,2024-05-10,2024-05-15,Parking Enforcement,Scarborough
T00988,2024-05-14,2024-05-16,Waste,Toronto-East York
T00989,2024-06-14,2024-06-17,Parking Enforcement,North York
T00990,2024-04-25,2024-04-29,Waste,Toronto-East York
T00991,2023-04-16,2023-04-16,Water,Etobicoke
T00992,2023-10-08,2023-10-10,Tree Maintenance,Scarborough
T00993,2024-01-23,2024-01-24,Roads,Toronto-East York
T00994,2023-03-21,2023-03-22,Parking Enforcement,Etobicoke
T00995,2023-12-28,2023-12-30,Animal Services,North York
T00996,2024-05-08,2024-05-10,Parking Enforcement,North York
T00997,2023-08-24,2023-08-26,Waste,Toronto-East York
T00998,2023-08-05,2023-08-07,Tree Maintenance,Toronto-West
T00999,2023-08-24,2023-08-26,Roads,North York
T01000,2023-04-27,2023-04-27,Waste,Scarborough
T01001,2024-02-25,2024-02-27,Waste,Scarborough
T01002,2023-06-14,2023-06-17,Parking Enforcement,Scarborough
T01003,2023-06-20,2023-06-23,Waste,Scarborough
T01004,2024-02-20,2024-02-20,Waste,Toronto-East York
T01005,2023-10-18,2023-10-19,Parking Enforcement,Scarborough
T01006,2024-04-27,2024-04-29,Animal Services,Toronto-East York
T01007,2023-07-06,2023-07-07,Water,Etobicoke
T01008,2023-06-21,2023-06-23,Roads,Etobicoke
T01009,2023-08-24,2023-08-25,Roads,Scarborough
T01010,2023-01-17,2023-01-20,Tree Maintenance,North York
T01011,2023-06-03,2023-06-07,Tree Maintenance,Scarborough
T01012,2023-02-09,2023-02-12,Water,Scarborough
T01013,2023-05-14,2023-05-15,Parking Enforcement,Etobicoke
T01014,2023-01-02,2023-01-06,Water,Etobicoke
T01015,2024-01-15,2024-01-15,Parking Enforcement,Toronto-East York
T01016,2024-03-15,2024-03-17,Animal Services,North York
T01017,2023-04-11,2023-04-15,Roads,North York
T01018,2023-08-27,2023-08-29,Tree Maintenance,Etobicoke
T01019,2023-09-21,2023-09-23,Waste,Toronto-East York
T01020,2023-01-08,2023-01-09,Waste,Toronto-East York
T01021,2023-11-20,2023-11-21,Roads,Scarborough
T01022,2024-03-12,2024-03-13,Parking Enforcement,North York
T01023,2024-01-10,2024-01-11,Tree Maintenance,York
T01024,2024-02-11,2024-02-13,Animal Services,Etobicoke
T01025,2024-01-15,2024-01-15,Tree Maintenance,Etobicoke
T01026,2023-11-11,2023-11-11,Roads,Scarborough
T01027,2023-05-02,2023-05-03,Water,North York
T01028,2023-06-15,2023-06-18,Animal Services,Toronto-West
T01029,2023-02-23,2023-02-26,Waste,York
T01030,2023-01-06,2023-01-09,Roads,Toronto-East York
T01031,2023-04-01,2023-04-01,Waste,Scarborough
T01032,2023-03-23,2023-03-23,Parking Enforcement,North York
T01033,2024-06-17,2024-06-17,Waste,York
T01034,2023-02-28,2023-03-04,Water,North York
T01035,2023-07-26,2023-07-27,Parking Enforcement,York
T01036,2024-06-14,2024-06-16,Tree Maintenance,Etobicoke
T01037,2023-08-26,2023-08-28,Tree Maintenance,Toronto-East York
T01038,2024-01-04,2024-01-06,Waste,York
T01039,2024-02-14,2024-02-16,Roads,North York
T01040,2023-07-25,2023-07-25,Waste,Scarborough
T01041,2023-10-19,2023-10-21,Water,Etobicoke
T01042,2023-12-23,2023-12-23,Waste,York
T01043,2024-04-10,2024-04-14,Parking Enforcement,Etobicoke
T01044,2023-09-25,2023-09-28,Tree Maintenance,Etobicoke
T01045,2023-12-15,2023-12-18,Parking Enforcement,Toronto-West
T01046,2023-09-21,2023-09-24,Tree Maintenance,Toronto-East York
T01047,2024-01-22,2024-01-22,Tree Maintenance,Toronto-East York
T01048,2023-12-14,2023-12-17,Roads,Etobicoke
T01049,2023-01-29,2023-01-30,Roads,North York
T01050,2024-01-27,2024-01-27,Water,Scarborough
T01051,2023-11-20,2023-11-20,Roads,North York
T01052,2023-01-10,2023-01-11,Waste,North York
T01053,2023-12-17,2023-12-18,Waste,York
T01054,2024-05-02,2024-05-03,Tree Maintenance,Scarborough
T01055,2023-07-14,2023-07-17,Roads,Scarborough
T01056,2023-09-05,2023-09-07,Waste,Scarborough
T01057,2023-12-31,2024-01-01,Waste,Scarborough
T01058,2023-03-22,2023-03-23,Tree Maintenance,Toronto-East York
T01059,2023-02-13,2023-02-13,Animal Services,North York
T01060,2023-11-19,2023-11-19,Parking Enforcement,Toronto-West
T01061,2024-05-17,2024-05-19,Waste,Toronto-East York
T01062,2024-06-07,2024-06-09,Tree Maintenance,Scarborough
T01063,2024-03-09,2024-03-12,Roads,Etobicoke
T01064,2024-05-29,2024-05-29,Animal Services,Etobicoke
T01065,2023-05-04,2023-05-08,Water,Etobicoke
T01066,2023-01-09,2023-01-12,Tree Maintenance,North York
T01067,2023-09-23,2023-09-25,Waste,North York
T01068,2023-10-03,2023-10-03,Roads,Etobicoke
T01069,2023-08-04,2023-08-06,Roads,Toronto-East York
T01070,2024-01-09,2024-01-11,Waste,Scarborough
T01071,2023-08-23,2023-08-24,Animal Services,Toronto-East York
T01072,2023-08-30,2023-08-30,Waste,Toronto-West
T01073,2023-06-03,2023-06-04,Roads,Scarborough
T01074,2024-03-07,2024-03-07,Animal Services,Etobicoke
T01075,2023-11-20,2023-11-22,Animal Services,North York
T01076,2023-02-18,2023-02-18,Waste,Toronto-West
T01077,2024-05-02,2024-05-05,Animal Services,Scarborough
T01078,2023-12-09,2023-12-11,Tree Maintenance,Toronto-West
T01079,2023-12-19,2023-12-22,Waste,Scarborough
T01080,2023-07-23,2023-07-23,Tree Maintenance,York
T01081,2023-10-19,2023-10-20,Roads,Toronto-East York
T01082,2024-05-14,2024-05-16,Waste,Toronto-East York
T01083,2024-04-19,2024-04-19,Water,Scarborough
T01084,2023-06-21,2023-06-21,Roads,Toronto-East York
T01085,2024-02-19,2024-02-19,Animal Services,Scarborough
T01086,2023-06-15,2023-06-16,Water,Toronto-East York
T01087,2024-02-09,2024-02-12,Waste,North York
T01088,2024-01-07,2024-01-09,Roads,Scarborough
T01089,2023-01-24,2023-01-24,Waste,Scarborough
T01090,2023-09-15,2023-09-19,Waste,Scarborough
T01091,2023-04-16,2023-04-17,Waste,York
T01092,2024-04-29,2024-05-01,Roads,Toronto-East York
T01093,2023-03-27,2023-03-29,Waste,Toronto-East York
T01094,2023-03-28,2023-03-28,Roads,Scarborough
T01095,2023-10-18,2023-10-18,Roads,Scarborough
T01096,2024-06-23,2024-06-25,Water,Toronto-West
T01097,2023-11-30,2023-12-02,Parking Enforcement,Etobicoke
T01098,2023-10-06,2023-10-07,Parking Enforcement,Etobicoke
T01099,2024-04-12,2024-04-14,Water,Toronto-East York
T01100,2024-03-21,2024-03-21,Roads,North York
T01101,2023-08-21,2023-08-23,Animal Services,North York
T01102,2024-01-10,2024-01-11,Waste,Etobicoke
T01103,2023-05-20,2023-05-22,Roads,Etobicoke
T01104,2023-01-09,2023-01-10,Water,North York
T01105,2024-03-16,2024-03-16,Animal Services,Etobicoke
T01106,2023-01-08,2023-01-09,Parking Enforcement,North York
T01107,2023-09-13,2023-09-15,Waste,Toronto-East York
T01108,2024-02-04,2024-02-06,Waste,Toronto-East York
T01109,2024-06-13,2024-06-14,Water,York
T01110,2023-10-06,2023-10-07,Animal Services,North York
T01111,2023-03-12,2023-03-16,Waste,North York
T01112,2024-04-11,2024-04-12,Water,Scarborough
T01113,2023-01-20,2023-01-21,Waste,York
T01114,2023-01-23,2023-01-25,Waste,Toronto-East York
T01115,2023-01-09,2023-01-11,Waste,Scarborough
T01116,2024-05-20,2024-05-22,Animal Services,Etobicoke
T01117,2024-01-16,2024-01-19,Roads,Toronto-West
T01118,2023-12-05,2023-12-09,Waste,North York
T01119,2024-02-06,2024-02-09,Waste,Etobicoke
T01120,2023-07-16,2023-07-19,Roads,Scarborough
T01121,2023-09-12,2023-09-13,Roads,York
T01122,2023-09-11,2023-09-13,Roads,Toronto-East York
T01123,2024-06-17,2024-06-18,Water,Scarborough
T01124,2024-02-03,2024-02-04,Roads,Toronto-East York
T01125,2023-02-13,2023-02-14,Water,Etobicoke
T01126,2023-05-06,2023-05-08,Waste,Toronto-West
T01127,2023-08-12,2023-08-16,Parking Enforcement,Scarborough
T01128,2024-03-20,2024-03-21,Waste,Scarborough
T01129,2023-09-06,2023-09-09,Waste,Scarborough
T01130,2024-05-01,2024-05-03,Animal Services,Scarborough
T01131,2024-05-26,2024-05-27,Waste,Toronto-East York
T01132,2023-03-03,2023-03-07,Water,Toronto-West
T01133,2023-05-09,2023-05-11,Roads,North York
T01134,2023-12-22,2023-12-24,Waste,Toronto-East York
T01135,2024-01-02,2024-01-02,Water,North York
T01136,2023-02-10,2023-02-10,Waste,Toronto-East York
T01137,2023-07-14,2023-07-16,Tree Maintenance,Etobicoke
T01138,2023-11-28,2023-11-30,Animal Services,York
T01139,2023-06-14,2023-06-15,Waste,Scarborough
T01140,2023-10-30,2023-11-01,Roads,Toronto-East York
T01141,2024-06-02,2024-06-02,Roads,Scarborough
T01142,2023-01-20,2023-01-21,Water,North York
T01143,2023-03-06,2023-03-07,Water,Etobicoke
T01144,2024-02-01,2024-02-04,Water,Scarborough
T01145,2023-10-17,2023-10-21,Roads,Toronto-East York
T01146,2023-04-24,2023-04-27,Waste,York
T01147,2023-07-02,2023-07-05,Parking Enforcement,Scarborough
T01148,2024-05-12,2024-05-14,Water,North York
T01149,2024-05-16,2024-05-18,Tree Maintenance,Toronto-East York
T01150,2023-09-20,2023-09-23,Water,Scarborough
T01151,2023-08-02,2023-08-04,Water,York
T01152,2023-03-23,2023-03-23,Roads,Toronto-East York
T01153,2024-03-01,2024-03-03,Animal Services,Toronto-West
T01154,2023-03-01,2023-03-03,Waste,Scarborough
T01155,2023-11-08,2023-11-09,Waste,Scarborough
T01156,2024-06-15,2024-06-19,Tree Maintenance,Scarborough
T01157,2024-06-22,2024-06-25,Water,Etobicoke
T01158,2023-07-03,2023-07-03,Water,Toronto-East York
T01159,2024-01-02,2024-01-03,Water,Toronto-East York
T01160,2024-03-13,2024-03-15,Waste,North York
T01161,2023-12-12,2023-12-13,Water,Etobicoke
T01162,2024-03-29,2024-04-02,Tree Maintenance,York
T01163,2024-01-16,2024-01-17,Roads,Toronto-East York
T01164,2023-11-28,2023-11-29,Waste,Toronto-East York
T01165,2023-09-18,2023-09-19,Roads,Etobicoke
T01166,2024-02-11,2024-02-13,Waste,Scarborough
T01167,2023-05-19,2023-05-21,Parking Enforcement,North York
T01168,2023-11-04,2023-11-07,Roads,Toronto-East York
T01169,2023-10-10,2023-10-12,Parking Enforcement,Etobicoke
T01170,2023-06-08,2023-06-11,Waste,North York
T01171,2023-09-13,2023-09-16,Waste,Toronto-West
T01172,2023-04-05,2023-04-05,Waste,Scarborough
T01173,2023-11-29,2023-11-30,Animal Services,Scarborough
T01174,2023-04-08,2023-04-09,Water,Etobicoke
T01175,2023-03-22,2023-03-23,Animal Services,York
T01176,2023-12-09,2023-12-09,Roads,Toronto-West
T01177,2023-08-21,2023-08-25,Water,Toronto-West
T01178,2023-01-12,2023-01-13,Waste,Etobicoke
T01179,2023-11-23,2023-11-23,Tree Maintenance,Scarborough
T01180,2024-05-29,2024-05-31,Water,York
T01181,2024-04-01,2024-04-02,Water,Etobicoke
T01182,2023-04-03,2023-04-05,Roads,Scarborough
T01183,2023-03-26,2023-03-29,Roads,Toronto-East York
T01184,2024-02-13,2024-02-15,Roads,Toronto-East York
T01185,2023-05-19,2023-05-22,Roads,Scarborough
T01186,2024-02-09,2024-02-10,Tree Maintenance,Toronto-East York
T01187,2023-09-10,2023-09-11,Waste,North York
T01188,2024-03-16,2024-03-16,Waste,Toronto-East York
T01189,2024-03-09,2024-03-13,Roads,Scarborough
T01190,2023-12-19,2023-12-21,Roads,York
T01191,2024-03-28,2024-03-30,Water,North York
T01192,2023-08-28,2023-08-30,Water,Toronto-West
T01193,2023-04-26,2023-04-29,Water,Scarborough
T01194,2023-06-01,2023-06-04,Waste,Toronto-East York
T01195,2023-04-24,2023-04-24,Roads,Etobicoke
T01196,2023-12-06,2023-12-08,Waste,Etobicoke
T01197,2023-09-22,2023-09-25,Tree Maintenance,Toronto-East York
T01198,2023-05-25,2023-05-26,Roads,York
T01199,2024-06-23,2024-06-23,Waste,Scarborough
